Premium,Power,Cylinder_capacity,Value_vehicle,N_doors,Length,Weight,Age,Driving_experience,FuelType_D,FuelType_P
433.63,124,1998,29249.45,5,4.57,1535,61,41,1,0
706.33,150,1995,31200.0,4,4.471,1415,61,28,1,0
346.15,100,1995,17030.0,4,4.252,1325,59,27,1,0
489.65,100,1997,26580.0,4,4.745,1486,59,27,1,0
392.67,116,2148,27106.88,4,4.748,1790,61,39,1,0
450.0,116,1762,18997.99,4,4.42,1170,61,39,1,0
346.64,115,1598,21250.0,5,4.315,1297,60,36,0,1
352.19,100,1896,14873.3,5,3.953,1165,59,41,1,0
198.98,110,3246,21245.78,5,4.845,2040,60,41,1,0
242.82,110,1896,19751.12,5,4.315,1250,60,41,1,0
689.17,105,1598,27310.0,4,4.769,1424,59,41,1,0
115.27,133,1422,13740.0,4,3.916,1089,59,41,0,1
193.11,90,1896,16848.59,5,4.33,1150,60,42,1,0
315.76,90,999,23190.0,5,4.482,1190,60,42,1,0
315.24,125,1991,27800.0,5,4.5,1718,59,37,1,0
354.11,100,1753,18440.0,5,4.454,1234,58,34,1,0
223.81,90,2800,23884.4,5,5.477,2017,56,30,1,0
280.62,100,1461,20845.0,4,4.498,1215,60,31,1,0
239.9,75,1396,11960.14,5,4.394,1015,57,24,0,1
609.75,136,1997,31600.0,5,4.443,1538,61,43,1,0
238.16,185,3964,26283.82,5,4.254,1680,58,39,0,1
294.68,75,1974,13450.65,5,4.12,1225,58,34,1,0
226.11,90,1998,35844.36,5,4.58,1380,60,41,1,0
281.5,82,1870,21213.0,5,5.182,1728,59,39,1,0
366.02,82,1422,17030.0,5,3.916,1089,59,39,1,0
538.51,82,998,21699.99,5,4.14,1185,59,39,1,0
286.36,90,1997,18943.0,5,4.276,1300,58,37,1,0
156.09,75,1560,18594.55,4,4.137,1144,59,40,1,0
266.81,122,2384,26684.94,5,4.869,1461,70,34,1,0
786.32,90,1461,16150.0,5,4.315,1190,46,26,1,0
207.83,71,1905,12230.6,3,4.11,1155,68,39,1,0
311.35,115,1731,21456.13,5,4.52,1365,65,46,0,1
296.68,90,1896,13540.81,5,3.88,1124,54,27,1,0
288.31,143,2498,36186.94,4,4.775,1585,77,27,1,0
282.48,117,1749,22930.0,5,4.745,1377,55,35,0,1
450.8,102,2461,26489.63,4,5.189,1850,52,24,1,0
343.61,75,1360,11760.0,5,3.822,1025,38,19,0,1
236.91,75,1360,14792.0,5,3.85,1014,57,33,0,1
315.38,112,1896,23880.0,5,4.152,1260,72,48,1,0
297.88,110,1598,18310.0,5,4.164,1280,66,47,0,1
271.59,90,1896,18415.01,5,4.02,1309,65,36,1,0
403.94,90,2476,14153.84,5,4.74,1425,65,36,1,0
354.69,110,1560,20840.0,5,4.26,1205,61,43,1,0
896.86,150,2148,32311.8,5,5.91,1934,57,32,1,0
216.02,85,1910,14420.0,5,3.865,1055,56,36,1,0
186.54,120,1910,24640.0,5,4.596,1448,43,22,1,0
237.24,90,1753,13913.43,5,4.174,1194,60,42,1,0
542.51,110,1560,25390.0,4,4.676,1437,36,15,1,0
263.72,75,1422,14661.0,5,3.953,1151,48,26,1,0
507.15,100,1870,23850.0,5,4.782,1773,75,34,1,0
338.2,105,1598,20645.0,5,4.223,1210,79,28,0,1
534.28,105,1896,20430.0,5,4.572,1310,80,55,1,0
419.33,177,2231,35900.0,5,4.315,1595,81,60,1,0
219.04,258,2987,67774.99,5,4.819,2175,72,49,1,0
202.9,90,1761,13255.38,4,4.108,1155,72,54,0,1
383.5,105,1910,18054.39,5,4.253,1405,74,51,1,0
360.87,82,1199,15649.99,5,4.159,1120,70,51,0,1
324.98,110,1598,18620.0,5,4.209,1175,70,47,0,1
365.72,75,2370,19154.26,4,5.107,1630,69,48,1,0
355.06,75,999,15250.01,5,3.992,1055,66,48,0,1
221.61,125,1395,25642.42,5,3.973,1180,63,40,0,1
276.37,105,1896,19889.0,5,4.315,1290,63,36,1,0
342.42,115,1560,29450.0,4,4.628,1517,62,29,1,0
283.72,105,1461,24350.0,5,4.493,1490,63,19,1,0
243.53,105,1896,22830.0,5,4.556,1361,61,27,1,0
456.45,105,1598,23800.0,5,4.315,1385,56,37,1,0
361.08,127,2800,27773.48,2,4.945,1795,58,39,1,0
442.03,82,1870,23330.0,5,4.782,1677,53,34,1,0
275.02,130,1870,22420.0,5,4.209,1270,54,36,1,0
372.86,115,1753,23010.0,5,4.333,1437,53,24,1,0
233.31,80,1461,20710.0,5,4.259,1340,54,35,1,0
777.95,120,1598,18900.0,5,4.276,1212,53,18,0,1
272.85,110,1870,20780.0,5,4.579,1380,50,31,1,0
321.56,140,2204,21100.0,5,4.248,1391,47,28,1,0
210.19,75,1390,13326.0,5,3.953,1057,43,23,0,1
285.1,90,1665,22075.17,4,4.435,1340,77,36,1,0
418.32,90,1995,33400.0,4,4.52,1505,77,36,1,0
293.96,83,2494,14156.0,2,4.975,1470,76,53,1,0
321.72,94,1399,11555.0,5,3.88,1060,75,42,0,1
281.8,75,1360,13350.0,3,4.03,1138,66,17,0,1
357.32,102,1595,19935.0,5,4.204,1173,65,44,0,1
248.24,100,1596,18430.0,5,4.372,1297,65,40,0,1
298.16,90,1896,18440.0,4,4.33,1263,54,26,1,0
369.46,150,1997,30200.0,5,4.524,1614,49,30,1,0
218.68,75,1560,20316.17,5,4.137,1219,58,39,1,0
477.13,75,1997,20460.0,5,4.44,1595,58,39,1,0
331.66,100,1595,16221.32,5,4.184,1255,73,33,0,1
296.94,90,1997,18598.0,5,4.188,1200,41,23,1,0
347.39,90,1997,18598.0,5,4.188,1200,41,23,1,0
241.54,100,1896,15150.0,3,3.953,1142,55,28,1,0
247.37,90,1997,19379.0,5,4.188,1200,84,59,1,0
308.61,90,1597,13480.7,4,4.293,1085,54,16,0,1
365.72,110,1560,22350.0,5,4.5,1495,79,45,1,0
226.46,71,1905,14793.43,5,4.167,1106,81,61,1,0
174.48,170,2143,49100.01,5,4.656,1845,79,58,1,0
327.41,75,2283,16380.0,6,4.49,1505,79,57,1,0
282.16,110,1997,21110.0,5,4.419,1421,75,54,1,0
323.12,110,1686,17565.0,5,4.322,1233,75,48,0,1
271.72,126,2497,39878.11,4,4.775,1440,74,40,1,0
251.05,126,1970,30160.0,4,4.72,1420,74,40,1,0
316.79,150,1984,28480.0,5,4.286,1315,44,22,0,1
259.66,75,1248,14859.26,4,4.253,1395,71,46,1,0
265.27,75,1493,13703.08,4,4.394,1120,71,46,1,0
331.17,82,1199,17800.0,5,4.157,1095,43,14,0,1
362.89,122,2800,22513.91,2,6.76,1720,67,49,1,0
228.92,122,1248,13951.27,2,3.864,1210,67,49,1,0
437.25,156,2953,32490.0,2,6.809,2137,64,46,1,0
259.63,143,1796,32102.58,3,4.448,1400,65,43,0,1
407.16,85,1461,19170.0,3,4.209,1175,32,14,1,0
198.79,95,1390,16470.0,5,4.168,1235,63,45,0,1
379.29,75,1598,15695.0,5,3.97,1157,62,44,1,0
296.56,94,2299,20315.65,2,4.66,1600,61,36,1,0
607.37,100,1686,20670.0,5,4.249,1305,64,34,1,0
388.47,102,1595,20750.0,4,4.675,1286,62,33,0,1
342.21,96,1399,12490.0,4,4.24,1064,60,42,0,1
399.21,100,1596,16385.0,5,4.342,1264,63,38,0,1
298.91,90,1896,18440.0,4,4.33,1263,55,37,1,0
300.5,136,1997,23555.0,4,4.488,1461,37,15,1,0
298.75,85,1461,20610.0,5,4.559,1250,53,17,0,1
240.94,71,1905,13967.52,5,4.07,1035,53,25,1,0
496.31,120,2198,28338.31,5,4.963,1950,49,14,1,0
264.24,85,1461,19125.0,5,4.035,1095,47,29,1,0
248.78,136,1951,28451.91,4,4.471,1450,43,24,1,0
476.02,90,1598,26460.0,5,4.999,1661,42,23,1,0
349.72,90,1582,19090.0,5,4.5,1309,39,19,1,0
322.76,127,2798,23870.0,5,5.099,1885,39,20,1,0
293.6,127,1896,30600.0,5,4.547,1405,39,20,1,0
319.35,127,2488,26356.6,5,5.848,1680,39,20,1,0
479.27,100,1596,15385.91,5,4.174,1201,42,14,0,1
474.36,150,1991,31282.68,2,4.488,1440,49,27,0,1
266.67,129,1396,17790.0,4,4.3,1205,45,26,0,1
261.07,129,1870,22810.0,4,4.782,1678,45,26,0,1
124.89,80,1461,17920.0,5,4.035,1095,49,19,1,0
221.94,110,1997,22310.0,5,4.74,1535,61,25,1,0
278.21,90,1896,13540.81,5,3.88,1124,76,50,1,0
372.56,125,2299,34122.1,2,6.843,2005,47,28,1,0
242.47,75,1461,11813.18,5,4.363,1189,73,54,1,0
314.85,90,1896,18440.0,4,4.33,1263,69,17,1,0
310.59,110,1997,21053.45,5,4.524,1361,61,38,1,0
467.6,136,1199,27900.0,4,4.447,1270,49,29,1,0
320.9,109,1997,19458.2,5,4.44,1415,57,30,1,0
231.97,90,1997,14680.0,3,3.835,1145,55,34,1,0
481.5,100,1686,22520.0,4,4.587,1329,50,29,1,0
419.51,90,1997,17205.0,5,4.188,1200,80,59,1,0
518.77,125,1998,24010.0,5,5.201,1842,73,48,1,0
258.22,115,1984,19154.26,4,4.48,1230,76,54,0,1
182.3,122,1995,18850.0,4,4.317,1560,70,47,0,1
281.77,122,1753,16610.0,4,4.555,1399,70,47,0,1
310.97,101,1595,14724.8,5,4.511,1190,70,33,0,1
292.79,90,1598,13754.49,5,4.11,1088,69,44,0,1
286.34,150,1999,20765.0,4,4.49,1271,48,29,0,1
399.51,79,2299,17410.43,4,4.66,1600,58,39,1,0
390.69,140,1364,23420.0,5,4.278,1445,77,50,0,1
244.77,110,1587,18270.0,5,4.202,1176,60,41,0,1
306.12,90,1997,18943.0,5,4.276,1300,52,27,1,0
463.57,110,1968,23265.0,5,4.199,1297,70,38,1,0
769.28,105,1598,22370.01,5,4.255,1220,47,23,1,0
311.93,163,1995,37600.0,4,4.841,1510,36,18,1,0
134.39,100,1461,21510.0,5,4.259,1340,38,16,1,0
381.83,140,2204,23300.0,5,4.256,1351,37,18,1,0
325.45,90,1598,17169.99,5,4.214,1397,36,17,1,0
259.3,140,1968,26640.0,5,4.199,1276,37,15,1,0
246.08,115,1753,20205.0,5,4.342,1415,33,15,1,0
309.14,120,1910,22290.0,5,4.249,1335,33,8,1,0
440.0,110,1197,19080.01,5,4.263,1213,49,27,1,0
101.01,110,1896,21275.0,4,4.439,1286,38,19,1,0
136.92,90,1461,23557.1,5,4.4,1378,38,18,1,0
572.93,105,1896,22000.0,3,4.204,1251,35,17,1,0
241.79,112,1560,22260.0,5,4.329,1260,36,17,1,0
276.41,105,1598,22250.0,5,4.315,1365,37,17,1,0
143.98,102,1595,18850.0,3,4.199,1082,42,24,0,1
757.42,140,1364,26450.0,5,4.271,1355,37,17,0,1
446.52,150,2324,23259.17,3,4.02,1317,38,17,0,1
280.24,75,1248,13850.0,3,3.999,1130,43,25,1,0
683.26,115,1560,19480.0,5,3.962,1075,36,17,1,0
456.76,130,1499,32000.0,5,4.447,1492,33,14,1,0
585.78,109,1560,18765.0,5,4.342,1357,29,9,1,0
288.01,115,1598,19170.0,5,4.249,1215,34,15,0,1
255.36,115,1686,15460.0,5,3.817,1065,34,15,0,1
276.72,140,1968,24473.5,5,4.415,1410,35,17,1,0
225.38,100,1596,16360.0,3,4.174,1083,65,40,0,1
983.04,125,999,22025.0,5,4.36,1205,33,14,0,1
207.35,105,1598,19100.0,5,4.249,1195,76,51,0,1
234.61,120,1870,22810.0,5,4.259,1430,72,49,1,0
360.78,105,1896,21090.0,5,4.204,1287,36,13,1,0
894.54,110,1461,28350.0,5,4.541,1511,60,41,1,0
151.98,75,1390,14120.0,3,3.897,1025,52,34,0,1
345.2,101,2286,28346.48,5,5.099,1960,54,35,0,1
221.88,110,1598,22910.0,5,4.576,1270,56,36,0,1
282.48,110,1560,23750.0,5,4.276,1318,59,39,1,0
424.46,140,1968,30810.0,4,4.765,1476,59,39,1,0
305.04,100,1870,27630.0,4,4.782,1906,59,32,1,0
246.07,115,1753,20300.0,4,4.382,1253,58,39,1,0
434.77,130,1896,26090.0,5,4.152,1200,28,10,1,0
640.06,140,2499,28818.53,5,4.732,1834,58,40,1,0
275.79,204,2993,45600.0,5,4.565,1850,58,40,1,0
453.4,105,1896,20700.0,5,4.315,1250,58,40,1,0
227.56,115,1753,19905.0,3,4.342,1397,57,37,1,0
224.4,75,1390,14606.0,5,3.953,1094,64,42,0,1
221.47,75,1753,19100.0,5,4.297,1521,60,24,1,0
306.75,127,2800,20209.63,5,4.655,1775,58,38,1,0
302.28,98,1390,16070.0,5,4.209,1165,57,37,0,1
234.41,120,1910,24720.0,5,4.467,1553,58,39,1,0
298.53,90,1905,15743.03,5,4.167,1152,58,24,1,0
243.44,100,1596,17930.0,5,4.454,1140,57,18,0,1
273.17,120,1910,24720.0,5,4.467,1553,58,40,1,0
160.19,120,1597,14869.04,5,4.4,1275,58,40,1,0
211.77,100,1995,23340.0,4,4.596,1435,57,17,1,0
215.64,140,1968,29100.0,5,4.64,1655,60,42,1,0
186.11,71,1905,13162.17,4,4.108,1185,58,14,1,0
370.37,95,1598,21400.0,5,3.723,1090,55,37,1,0
475.01,95,1997,28345.3,5,5.135,1732,55,37,1,0
311.21,117,1749,20653.0,5,4.276,1245,57,19,0,1
315.88,117,1560,18350.0,5,4.337,1302,57,19,0,1
234.68,75,1974,13450.65,5,4.12,1225,56,38,1,0
288.62,163,2688,39913.62,5,4.613,1980,56,38,1,0
316.83,76,2496,15836.67,5,4.616,1618,58,39,1,0
324.56,85,1461,15550.0,6,4.255,1389,58,30,1,0
241.21,125,1749,23080.0,5,4.745,1377,58,34,0,1
347.89,160,1896,20860.0,3,3.953,1215,56,32,1,0
390.74,90,1896,14625.0,4,4.163,1159,56,36,1,0
256.69,100,1995,23239.54,5,4.317,1428,55,29,1,0
328.69,71,1560,17470.0,5,4.427,1165,56,36,1,0
250.03,110,1493,16850.0,4,4.28,1035,55,35,1,0
319.65,109,2151,23222.87,5,4.835,1906,56,33,1,0
330.05,106,2286,28721.2,2,5.014,1660,55,37,1,0
275.56,110,1896,21520.0,5,4.149,1204,56,36,1,0
267.59,90,1905,15433.99,5,4.167,1152,54,32,1,0
286.26,90,1910,18650.0,5,4.253,1320,54,32,1,0
371.9,105,1896,22610.0,3,4.204,1389,54,30,1,0
238.79,112,1761,17128.84,4,4.6,1350,55,36,0,1
259.44,150,2199,35953.51,4,4.49,1410,55,34,0,1
334.88,105,1461,21700.0,4,4.498,1240,54,34,1,0
410.64,105,1399,14425.0,4,3.916,1066,54,34,1,0
524.59,90,1396,19599.93,5,4.31,1282,54,35,1,0
625.26,105,1597,15805.0,5,4.184,1150,55,36,0,1
342.8,110,2286,21060.0,2,5.006,1680,55,33,1,0
272.65,140,1968,27390.0,3,4.214,1340,55,36,1,0
233.42,110,1598,18070.0,5,4.51,1230,54,35,0,1
248.56,140,1968,29840.0,5,4.774,1484,53,25,1,0
318.57,197,3222,51823.11,5,4.825,1780,53,34,1,0
259.64,197,1753,13913.43,5,4.174,1194,53,34,1,0
230.31,90,1997,18340.0,5,4.202,1243,52,33,1,0
230.97,90,1896,24280.89,4,4.479,1315,53,34,1,0
263.73,90,1461,21100.0,4,4.209,1205,53,34,1,0
319.89,90,1753,19088.14,5,4.56,1413,53,35,1,0
433.84,105,1598,26280.0,4,4.765,1420,54,13,1,0
279.49,120,1910,18650.0,5,4.253,1320,52,28,1,0
295.71,90,1997,18943.0,5,4.276,1300,55,32,1,0
324.71,136,1995,19382.64,5,4.462,1160,55,37,0,1
288.55,115,1910,18710.0,5,4.253,1320,53,27,1,0
263.55,120,1910,24720.0,5,4.467,1553,49,24,1,0
858.71,476,5439,141750.0,2,4.562,1955,52,34,0,1
313.27,79,2299,21221.98,2,5.658,1690,52,30,1,0
244.42,90,1560,20825.0,5,4.38,1315,54,33,1,0
239.66,78,2370,13683.86,5,4.65,1520,51,33,1,0
326.65,115,1910,22750.0,5,4.17,1290,54,34,1,0
244.94,105,1896,18009.23,5,4.315,1250,52,17,1,0
250.73,90,1598,18085.0,5,3.97,1082,51,16,1,0
297.82,105,1910,14845.0,5,4.187,1270,51,33,1,0
452.62,142,1975,20150.0,5,4.35,1542,54,32,0,1
221.22,75,1360,12302.72,3,4.03,1075,51,33,0,1
305.71,105,1598,18300.0,3,4.17,1190,49,21,0,1
235.19,103,1995,13199.25,5,4.62,1155,81,36,0,1
285.35,100,1896,17338.92,4,4.28,1171,78,52,1,0
436.45,108,1868,19200.0,6,4.522,1354,74,28,1,0
709.06,120,1870,33650.0,5,4.661,1695,74,38,1,0
134.01,105,1598,22050.0,5,4.315,1365,43,24,1,0
480.73,105,1968,29870.0,5,4.765,1454,43,24,1,0
293.35,125,1598,12380.85,4,4.129,1015,69,50,1,0
300.69,125,1598,15900.0,4,4.35,1272,69,50,1,0
297.02,125,1997,16320.0,4,3.822,1145,69,50,1,0
254.93,125,1910,18582.62,4,4.253,1505,69,50,1,0
45.93,100,1998,23410.0,5,5.201,1725,67,48,1,0
188.52,140,1968,30310.0,4,4.765,1454,66,46,1,0
260.71,120,1596,17600.0,3,3.953,1109,66,46,0,1
331.13,133,2309,23625.79,4,4.48,1270,64,46,0,1
328.24,114,2184,19267.0,5,4.264,1555,62,41,1,0
436.06,173,2982,52320.0,5,4.715,1950,57,37,1,0
235.37,122,2148,34150.0,4,4.526,1440,78,57,1,0
385.96,100,1995,16850.0,5,4.11,1325,74,34,1,0
866.73,100,1798,23750.0,5,4.275,1310,74,34,1,0
254.44,120,1870,22145.0,4,4.498,1295,64,38,1,0
285.43,105,1598,19100.0,5,4.249,1195,52,30,0,1
411.15,150,1896,20750.0,5,4.184,1301,53,22,1,0
279.8,80,1422,13497.04,5,3.953,1131,82,48,1,0
224.56,75,1390,12905.0,3,3.953,1034,81,45,0,1
761.49,150,1968,42762.21,5,4.629,1755,43,24,1,0
258.36,80,1388,14850.0,5,4.337,1197,56,26,0,1
207.66,100,1686,19400.0,5,4.285,1307,78,49,1,0
352.65,75,2399,15491.21,5,4.61,1800,68,50,1,0
296.81,90,1997,22133.0,5,4.276,1300,72,43,1,0
357.33,163,1997,33768.67,4,4.779,1534,71,49,1,0
768.54,143,1461,26510.0,5,4.359,1311,72,53,0,1
312.54,105,1598,17600.0,5,4.415,1190,68,29,0,1
241.42,90,1364,19920.0,2,3.921,1230,61,29,0,1
271.1,140,1968,21377.0,5,4.315,1315,59,39,1,0
316.02,140,1398,17610.0,5,3.941,1070,59,39,1,0
341.87,115,1753,21455.0,5,4.472,1461,56,14,1,0
476.06,151,2429,23343.31,5,4.896,1780,63,34,0,1
267.59,130,1896,27450.0,4,4.703,1387,42,22,1,0
351.3,95,1997,18790.0,2,4.503,1250,62,38,1,0
486.11,110,1560,24400.0,5,4.745,1424,60,41,1,0
269.73,100,2663,23138.97,5,4.697,1850,60,42,1,0
291.58,75,1248,17971.0,4,4.322,1115,58,39,1,0
313.38,80,1870,15220.0,5,4.129,1140,54,36,1,0
303.3,90,1905,15938.84,5,4.167,1151,56,34,1,0
425.4,174,2461,46090.0,5,4.754,2247,54,33,1,0
291.81,90,1896,14270.08,4,4.14,1170,53,34,1,0
281.66,85,2148,27793.6,3,4.66,1730,58,34,0,1
551.98,130,1870,27600.0,2,4.355,1430,55,36,1,0
265.46,90,1896,15995.0,5,4.184,1266,55,36,1,0
306.53,82,1995,14911.11,4,4.252,1320,52,24,1,0
337.6,100,1896,19680.0,5,4.149,1210,53,29,1,0
1033.96,80,1461,18545.0,3,4.209,1175,51,27,1,0
726.9,95,2148,23084.0,4,4.748,1745,52,33,1,0
468.59,144,2902,29040.0,5,4.925,2003,35,16,1,0
414.25,90,1997,18770.0,5,4.202,1243,46,13,1,0
376.35,165,2494,23374.92,2,4.325,1180,73,33,0,1
330.8,85,1461,19300.0,3,4.209,1175,45,26,1,0
277.87,150,1991,31750.0,5,4.635,1820,40,16,1,0
284.84,150,2171,24575.38,5,4.69,1780,40,16,1,0
297.83,75,2461,20001.45,5,4.707,1610,43,21,1,0
283.15,102,1598,22513.45,5,3.776,1070,37,16,0,1
364.42,88,1386,15650.0,5,4.083,1092,49,17,0,1
258.35,75,1390,14685.0,5,3.916,1021,65,46,0,1
224.65,112,1761,16549.27,5,4.188,1115,66,36,0,1
330.15,140,1968,24230.0,3,4.204,1281,63,26,1,0
233.8,90,1587,14418.28,3,4.03,1145,61,39,0,1
292.28,100,1596,18470.0,5,4.333,1297,59,17,0,1
280.86,130,1998,28040.0,5,4.804,1512,54,24,1,0
256.07,105,1896,17120.0,5,4.052,1125,41,19,1,0
295.17,134,1998,26560.0,2,4.355,1390,54,33,0,1
337.72,110,1686,21290.0,5,4.249,1325,52,27,1,0
396.72,90,1998,19440.0,4,4.731,1485,63,43,1,0
250.19,125,1796,20290.0,4,4.495,1375,60,41,0,1
353.25,75,1686,15222.0,4,4.322,1205,58,35,1,0
353.33,126,2184,21434.0,4,4.567,1419,54,24,1,0
478.92,150,1995,26600.0,5,4.493,1530,52,30,1,0
81.04,130,2179,38710.0,5,4.727,1708,61,32,1,0
424.54,140,1895,28596.16,2,4.025,1275,58,21,0,1
372.94,130,1997,28800.0,4,4.844,1517,50,32,1,0
435.71,150,1896,23135.0,4,4.439,1326,48,10,1,0
247.57,100,1686,20810.0,5,4.249,1305,79,49,1,0
132.93,100,1896,23220.0,4,4.703,1361,77,56,1,0
242.31,90,1560,20825.0,5,4.38,1315,83,50,1,0
269.74,75,1390,11467.31,5,3.88,1028,74,47,0,1
361.65,71,1905,13312.42,3,4.11,1155,73,51,1,0
362.83,110,1997,22560.0,5,4.522,1563,68,48,1,0
288.97,272,3498,64200.0,4,4.91,1655,68,48,0,1
512.59,116,2953,18862.12,2,4.61,1820,67,48,1,0
360.15,116,2953,18862.12,2,4.61,1820,67,48,1,0
1292.63,110,1598,26069.99,5,4.535,1326,58,40,1,0
245.31,105,1870,18090.0,5,4.355,1290,63,28,1,0
221.21,100,1198,19500.0,3,4.302,1205,63,28,0,1
273.62,95,1390,15385.91,2,3.931,1045,61,43,0,1
244.05,85,1461,15580.0,5,4.202,1195,59,41,1,0
219.59,90,1396,13282.37,3,4.389,1040,52,32,0,1
252.4,100,1870,19300.0,5,4.51,1320,50,27,1,0
225.74,90,1997,18943.0,5,4.276,1300,50,24,1,0
659.97,150,1395,31570.0,5,4.363,1375,80,51,0,1
241.86,105,1598,19290.0,5,4.149,1057,76,55,0,1
271.91,110,1997,20807.04,5,4.524,1361,66,47,1,0
538.94,122,1595,26430.0,5,4.292,1295,52,32,0,1
636.91,90,1598,16950.01,5,4.061,1170,49,27,1,0
62.26,150,2496,7362.4,4,4.9,1440,72,46,0,1
348.36,100,1598,17150.0,5,4.495,1375,70,27,0,1
423.12,116,1197,21559.78,5,4.33,1190,69,45,0,1
267.36,75,1753,19100.0,5,4.297,1521,67,43,1,0
704.99,150,1995,33327.65,5,4.342,1410,43,15,1,0
313.63,90,1896,17350.0,4,4.315,1365,48,28,1,0
426.61,140,2461,35140.0,4,4.82,1489,84,42,1,0
496.45,150,1998,28400.0,5,4.265,1345,80,59,0,1
293.24,90,1587,12140.44,5,3.995,1060,67,47,0,1
278.28,126,1998,18425.83,5,4.53,1190,67,47,0,1
410.89,90,1587,12140.44,5,3.995,1060,64,46,0,1
843.8,150,2148,44737.2,4,4.818,1535,79,28,1,0
259.08,140,2316,21756.64,5,4.871,1344,74,55,0,1
307.01,90,1753,13913.43,5,4.174,1194,70,30,1,0
675.54,306,2979,64700.0,2,4.612,1735,32,14,0,1
300.53,110,1587,19760.0,5,4.428,1360,63,19,0,1
305.85,136,1997,25980.0,5,4.745,1486,59,29,1,0
310.87,85,1998,20410.0,5,4.834,1655,62,42,1,0
414.89,72,1199,14529.99,4,4.427,1055,61,34,0,1
335.8,109,2461,26405.08,5,6.535,2067,61,42,1,0
479.01,90,1896,17350.0,5,4.315,1365,50,17,1,0
273.77,95,1997,20910.0,5,4.522,1508,70,52,1,0
343.7,90,1360,14550.0,5,3.822,1038,54,34,0,1
576.89,192,2494,38146.24,2,4.433,1525,76,56,0,1
337.29,120,1598,19970.0,5,4.47,1340,75,45,0,1
57.55,84,1248,18050.01,5,4.14,1145,69,46,0,1
190.52,81,1493,12500.0,5,3.81,1129,54,27,1,0
198.54,81,1896,17070.0,5,4.507,1270,54,27,1,0
186.86,102,1595,16310.0,5,4.507,1205,54,35,0,1
225.48,75,1360,14792.0,5,3.85,1014,52,24,0,1
287.42,140,1991,29400.0,5,4.325,1685,52,32,1,0
378.62,92,1560,19190.0,5,4.26,1182,63,44,1,0
286.65,218,3199,49100.0,5,4.63,2170,80,39,0,1
153.17,218,1598,18870.0,5,4.061,1170,80,39,0,1
187.37,115,1598,21090.0,3,4.204,1184,75,47,0,1
207.92,90,1461,20895.01,5,4.282,1320,72,30,1,0
367.52,140,1968,26720.0,4,4.765,1454,67,36,1,0
297.63,112,1991,16210.0,4,4.48,1335,57,33,1,0
363.1,90,1395,31570.0,3,4.363,1375,33,15,1,0
386.85,142,1975,20950.0,5,4.325,1462,56,34,0,1
281.18,129,1990,18571.27,4,4.47,1145,55,36,0,1
564.07,129,4966,67100.0,4,4.652,1585,55,36,0,1
396.44,110,1461,25900.0,5,4.366,1461,39,15,1,0
301.14,138,1997,20560.0,4,4.6,1425,56,38,0,1
337.21,102,1560,20432.1,4,4.212,1289,60,35,1,0
366.75,82,1199,17200.0,5,4.17,1083,60,39,0,1
465.49,75,1974,16022.98,3,4.4,1190,60,31,0,1
244.33,75,1753,16410.0,5,4.555,1397,59,33,1,0
405.32,120,1598,21700.0,5,4.59,1430,56,38,0,1
241.02,110,1896,19035.0,4,4.439,1286,58,14,1,0
190.52,75,1422,14240.0,5,3.897,1135,53,34,1,0
370.37,90,1997,15761.24,5,4.108,1185,54,27,1,0
560.15,143,2148,36639.2,4,4.526,1445,52,21,1,0
323.06,150,1991,31750.0,5,4.635,1820,53,31,1,0
240.24,102,2148,22063.2,4,4.748,1690,83,54,1,0
584.9,165,2696,33980.0,5,4.72,1986,80,36,1,0
737.7,90,1598,18650.0,3,3.97,1082,77,49,1,0
295.84,85,1461,19670.0,5,4.209,1195,77,56,1,0
297.54,92,1560,21300.01,5,4.253,1090,75,54,1,0
219.92,115,1910,24150.0,5,4.43,1355,70,39,1,0
118.44,105,1598,23827.01,5,4.39,1505,36,17,1,0
316.7,100,1870,22810.0,5,4.782,1678,40,21,1,0
490.58,100,1870,24050.0,5,4.782,1781,69,49,1,0
342.48,110,1560,23080.0,5,4.745,1425,32,10,1,0
299.94,75,1390,12655.0,4,4.28,1090,76,54,0,1
398.75,105,1398,16360.0,5,3.962,1035,56,36,1,0
361.86,105,2477,26486.6,5,4.355,1910,56,36,1,0
393.9,115,1498,32250.0,5,4.524,1614,51,29,1,0
348.15,100,1896,16566.0,5,3.953,1165,42,22,1,0
283.97,90,1598,16950.01,5,4.061,1170,45,23,1,0
442.67,90,1753,16440.0,4,4.382,1280,50,17,1,0
660.06,102,1595,23810.0,5,4.286,1245,77,37,0,1
818.53,102,1595,16310.0,5,4.507,1205,65,46,0,1
279.95,95,1390,13733.13,2,3.931,1045,51,11,0,1
289.23,80,2496,21035.42,5,4.61,1650,54,35,1,0
324.93,136,1997,25950.0,5,4.59,1620,50,20,1,0
255.92,90,1587,12933.78,4,4.265,1175,81,55,0,1
275.55,78,1246,13300.0,5,3.845,1067,72,54,0,1
299.61,109,1991,27625.0,5,4.273,1360,66,48,1,0
314.36,115,1753,19670.0,5,4.174,1218,74,54,1,0
577.7,140,1968,28350.0,5,4.286,1380,65,36,1,0
394.89,112,1951,24350.0,3,4.423,1480,61,39,1,0
311.15,140,1968,27500.0,3,4.214,1340,54,35,1,0
282.29,75,1390,12046.0,5,3.953,1057,56,35,0,1
