Premium,Value_vehicle,Length,Weight,Age,Driving_experience
349.07,29040.0,4.925,2003,55,36
418.31,25750.0,4.315,1380,55,25
351.36,19650.0,4.315,1297,53,27
327.45,15386.0,3.953,1165,52,31
306.32,36799.68,4.767,1598,53,33
102.06,12460.0,3.916,1026,54,36
288.23,18095.0,4.295,1280,53,31
466.61,28650.0,4.443,1509,53,25
314.76,18710.0,4.253,1320,54,29
295.13,13340.0,3.822,1025,54,26
290.88,20000.0,4.6,1405,52,34
382.74,12126.0,3.953,1057,53,33
554.66,30295.0,5.399,1917,53,35
363.75,17980.0,5.077,1817,53,34
316.42,14604.59,4.355,1140,51,28
319.81,20500.0,4.263,1340,54,33
475.78,14738.27,4.14,1170,53,31
325.05,14695.0,4.453,1252,54,29
299.89,18090.0,4.342,1357,51,33
531.48,13624.94,4.184,1145,59,41
444.02,27090.0,4.778,1496,57,39
351.13,37380.0,4.795,1520,57,27
240.03,22595.0,4.204,1287,36,18
663.08,23375.0,4.419,1428,56,37
307.02,16405.11,4.167,1165,51,33
402.97,16110.0,3.941,1155,47,28
469.33,24955.05,4.292,1320,49,25
277.82,20700.0,4.534,1270,51,33
302.74,15889.37,3.953,1144,50,20
288.0,13497.04,3.953,1131,34,14
394.93,22230.0,4.267,1195,46,28
411.14,24575.0,4.83,1538,46,28
284.18,18585.0,4.167,1216,52,32
389.63,25375.0,4.645,1400,49,31
414.03,23255.0,4.255,1238,48,22
364.84,15050.0,4.245,1168,49,21
425.05,24100.0,4.419,1421,51,16
276.68,24150.0,4.259,1430,51,30
335.54,19760.0,4.202,1279,49,28
380.96,17205.0,4.188,1200,48,29
301.81,25630.0,4.774,1477,51,29
592.7,23950.0,4.315,1407,49,31
310.65,25800.0,4.71,1480,51,32
364.42,42010.0,4.795,1720,50,30
407.4,12820.68,3.815,1125,48,30
279.13,20728.91,4.495,1450,47,29
472.04,28840.0,4.765,1454,45,21
461.96,24425.0,4.199,1239,33,14
356.92,25200.0,4.36,1485,49,30
533.6,19751.12,4.315,1250,50,27
312.08,26146.83,4.62,1754,50,31
396.0,28131.53,4.31,1260,48,28
308.3,14350.0,4.03,1149,48,27
709.13,21066.0,5.427,1695,50,31
271.67,17805.0,4.188,1141,47,29
282.23,26550.0,4.598,1350,47,28
376.86,16735.0,3.85,1179,50,18
350.47,17489.0,4.425,1360,47,28
627.74,25080.0,5.651,1937,49,29
620.97,34274.46,5.188,1723,38,20
284.22,18676.0,4.276,1300,44,25
331.79,21100.0,3.606,1085,42,22
290.46,12206.56,4.108,1155,46,26
283.7,22200.0,4.33,1418,52,32
458.45,21400.0,4.315,1407,51,29
425.15,35670.8,5.986,2213,50,32
300.5,12060.0,3.916,1029,53,21
312.08,16990.0,4.44,1380,50,30
312.55,22230.0,4.267,1195,47,21
389.61,29548.58,4.405,1540,51,26
290.81,15050.0,4.245,1168,48,27
304.89,20553.2,4.475,1520,51,33
381.45,17945.0,4.184,1266,49,30
347.24,19232.39,4.02,1240,50,27
323.65,13910.0,4.021,1141,51,32
538.34,19900.0,4.38,1374,48,30
163.61,19090.0,4.342,1406,48,30
208.91,29470.0,4.792,1430,50,30
341.15,17496.56,3.709,1090,49,27
277.32,26629.99,4.842,1538,45,27
324.03,12390.0,3.99,1079,49,29
270.73,16385.0,4.137,1294,50,25
328.26,39100.0,4.471,1540,44,26
1375.73,170323.0,4.45,1655,44,26
297.11,20670.0,4.249,1305,47,25
112.81,22150.0,4.276,1290,48,29
300.51,18645.0,4.337,1341,47,26
412.49,20700.0,4.534,1270,50,21
137.03,18600.0,4.149,1257,47,29
331.39,18997.99,4.42,1170,52,33
289.96,18470.0,4.168,1235,47,29
222.64,12018.25,4.363,1205,47,29
214.22,21768.66,4.23,1880,46,28
743.72,19618.0,4.355,1700,43,25
251.32,25774.81,5.01,1765,46,27
232.66,26460.0,5.182,1810,48,30
269.84,15205.0,4.425,1325,48,27
306.86,20810.0,4.259,1340,46,25
273.64,22660.0,4.449,1306,46,25
356.62,18350.0,4.025,1295,49,31
294.45,26721.54,4.237,1230,45,22
199.87,20300.0,4.28,1405,47,28
238.83,25753.37,4.479,1350,47,29
293.13,24800.0,4.325,1610,47,28
383.41,25050.0,4.47,1581,46,23
217.36,18350.0,4.38,1422,47,27
260.3,21065.47,4.524,1361,44,24
370.58,18010.0,4.174,1216,45,27
219.08,25610.0,4.695,1835,47,28
211.28,19380.0,4.26,1182,47,28
322.87,31453.4,5.91,1934,46,25
185.65,20210.0,4.204,1249,44,24
230.57,19800.0,4.26,1200,46,24
309.69,19710.75,4.405,1522,43,24
253.23,17280.0,4.137,1311,45,25
245.39,26850.0,4.286,1335,45,27
181.79,12786.0,3.953,1125,45,23
263.21,18850.0,4.317,1560,46,28
261.14,22260.0,4.329,1260,46,27
118.49,19910.0,4.295,1205,46,27
299.09,13990.0,3.99,1146,49,31
249.03,18460.0,4.204,1173,50,26
424.33,17660.0,4.021,1199,47,13
454.5,32810.0,4.701,1480,53,30
203.03,14857.02,3.88,1096,46,26
263.82,25753.37,4.479,1350,46,27
194.64,12800.0,3.822,1025,50,32
311.9,24080.0,4.731,1415,49,28
358.96,19800.0,4.26,1200,49,27
320.44,17489.45,4.725,1445,50,27
279.67,20950.0,4.276,1290,48,30
329.91,19170.0,4.29,1195,49,29
364.84,15822.0,4.278,1485,47,28
403.49,29600.0,4.443,1538,48,28
396.07,16894.45,4.317,1430,41,21
370.47,37600.0,4.841,1510,46,27
237.79,16550.0,3.95,1155,44,25
419.8,20783.53,4.569,1570,43,25
401.45,33700.0,4.395,1585,42,23
438.51,24380.0,4.863,1657,45,24
495.9,18090.0,4.342,1357,41,23
238.12,23960.0,4.333,1448,36,12
367.89,15600.0,4.253,1380,52,16
204.55,13025.0,3.8,1040,49,26
239.94,27090.0,4.731,1430,49,26
256.48,23160.0,4.576,1315,45,26
487.57,55600.0,4.667,2105,51,30
401.55,21110.0,4.419,1421,49,28
323.0,21070.0,4.428,1402,49,30
304.59,29750.1,4.795,1460,48,29
363.35,30270.0,4.83,1505,45,27
410.1,24632.0,4.35,1687,49,18
290.92,29385.89,4.66,1705,43,25
298.69,20192.24,4.275,1182,37,19
428.19,18061.86,4.44,1545,49,26
253.5,24731.65,4.479,1310,50,19
169.05,22133.0,4.276,1300,49,30
276.47,11942.11,4.05,1055,49,24
334.4,20634.46,4.782,1754,48,30
432.07,25489.86,4.763,1725,47,24
142.89,15100.0,4.062,1059,49,30
371.51,24150.0,4.567,1439,50,27
364.67,9916.7,4.355,1045,49,29
228.7,25720.3,4.782,1821,49,29
423.64,26000.0,4.227,1310,46,26
310.72,18600.0,4.297,1388,51,33
374.38,23665.0,4.545,1556,47,24
345.41,31500.0,4.52,1430,50,30
452.61,20192.24,4.275,1182,48,29
274.78,12891.0,4.425,1210,45,23
430.85,31340.0,5.413,1925,49,29
375.51,22477.85,4.888,1805,49,31
284.13,17270.0,4.249,1265,49,18
191.15,21800.0,4.302,1215,44,26
523.19,35106.5,4.417,1535,47,29
286.87,34000.0,4.496,1891,47,29
300.84,18931.88,4.43,1305,45,26
278.46,17850.0,4.202,1229,45,26
416.14,27875.0,4.645,1455,48,26
232.04,19850.0,4.77,1745,48,28
246.59,20013.45,3.606,1030,49,21
361.7,36150.6,4.63,1500,45,26
200.85,35205.12,4.581,1485,46,26
186.85,16190.0,4.28,1188,46,26
274.07,17740.0,4.26,1182,48,24
318.93,21300.0,4.223,1200,49,28
301.09,22200.0,4.149,1129,45,25
242.82,24520.0,4.803,1465,44,24
258.98,21968.2,4.475,1520,42,24
302.89,29010.0,4.547,1395,43,24
263.18,25400.0,4.676,1437,41,15
266.11,25753.37,4.479,1350,43,23
261.36,31426.18,5.522,1960,44,26
360.9,59465.16,5.113,1940,40,20
245.91,19300.0,4.51,1320,40,21
275.18,21130.0,4.516,1355,41,22
324.68,22675.0,4.37,1278,36,18
284.51,21750.0,4.159,1180,40,21
344.8,18630.0,4.11,1330,39,20
316.62,23170.0,4.535,1251,38,14
307.74,17850.0,4.183,1293,38,20
252.86,18070.0,4.249,1185,38,19
331.09,21300.01,4.253,1090,36,17
232.15,16756.22,4.18,1095,47,22
352.94,14860.02,3.642,1304,48,30
286.54,15180.0,3.822,1145,51,22
313.69,22810.0,4.782,1678,49,29
264.49,18120.0,4.052,1095,49,18
369.39,29800.0,4.315,1614,48,27
270.99,24960.0,4.259,1430,48,29
334.83,24190.0,4.782,1716,49,30
331.43,19660.0,4.436,1205,50,30
260.49,14850.0,4.129,1085,48,25
470.27,25734.6,4.89,1790,49,31
596.12,28980.0,4.691,1430,49,28
342.06,17460.0,4.108,1280,49,22
283.2,15525.0,3.916,1053,43,18
218.73,18590.01,4.03,1220,48,23
203.57,28451.91,4.471,1450,48,30
382.37,26740.0,4.676,1505,47,25
240.13,20799.89,4.322,1160,49,28
257.11,23750.0,4.276,1318,45,16
238.43,19570.0,4.211,1262,45,16
233.71,24850.0,4.59,1530,48,29
340.25,22890.0,5.505,2005,50,30
304.91,26180.0,5.651,1937,47,26
343.3,21291.7,4.642,1540,52,32
320.77,21700.0,3.805,1050,50,28
219.97,15626.31,4.615,1820,48,28
206.73,17930.0,4.454,1140,46,12
265.99,24870.0,4.29,1330,43,24
298.67,24313.6,5.477,1862,43,22
311.91,9500.0,4.074,1015,44,23
454.79,16950.01,4.061,1170,43,20
311.82,20192.24,4.275,1182,43,20
298.03,18009.23,4.315,1250,43,21
237.68,14240.0,3.897,1135,44,25
213.09,19610.0,4.259,1340,40,19
216.43,20670.0,4.249,1305,43,19
247.07,18085.0,3.97,1082,42,23
299.28,28300.0,4.262,1395,42,14
240.48,18750.0,4.18,1355,44,23
282.59,16320.0,3.822,1145,37,17
230.73,16150.0,4.03,1205,41,21
283.46,24525.0,4.36,1250,42,21
411.33,28220.0,4.286,1380,40,20
215.03,19900.0,4.259,1320,43,23
86.37,31455.0,4.475,1425,47,21
568.68,21680.0,4.199,1215,40,21
341.65,18598.0,4.188,1200,48,28
209.67,19935.0,4.204,1173,47,23
257.71,12890.0,4.355,1020,48,27
350.7,22605.0,4.199,1239,45,27
298.63,12890.0,4.355,1020,45,24
519.6,21190.0,4.204,1251,45,26
408.11,17223.8,4.03,1135,45,27
416.24,13847.32,4.11,1155,45,26
494.78,35108.0,4.581,1525,35,17
261.07,18400.0,4.468,1279,46,26
327.54,18360.0,4.525,1313,46,26
247.25,18446.75,4.11,1205,43,23
229.07,16209.0,4.108,1280,42,9
208.51,14637.55,4.167,1112,42,9
180.94,15571.0,3.953,1165,42,9
361.12,21090.0,4.204,1287,45,16
315.79,15900.0,4.274,1182,43,24
375.89,48850.0,4.58,1495,43,25
313.13,16325.0,3.85,1072,45,25
362.02,15440.0,4.157,1205,45,26
415.23,20042.0,4.4,1333,40,21
217.28,13340.0,3.822,1025,40,20
345.46,18500.0,4.315,1365,44,25
270.68,21159.22,4.11,1235,41,22
329.53,18340.0,4.202,1243,44,24
246.01,22910.0,4.576,1270,44,25
379.63,15418.08,4.61,1310,45,26
450.48,22260.0,4.329,1260,43,22
301.17,13330.0,3.897,1065,44,25
283.8,21005.0,4.276,1290,44,25
317.55,17015.0,3.999,1085,33,11
344.67,21390.4,4.66,1630,47,28
289.47,23130.46,4.275,1214,46,28
175.12,14570.0,3.897,1065,46,22
250.14,24830.0,4.214,1225,38,20
600.61,37865.97,4.388,1640,38,20
446.65,37865.97,4.388,1640,38,20
293.9,27959.08,4.62,1645,55,21
309.38,24150.0,4.259,1430,45,26
328.76,12573.17,4.49,1505,45,27
268.07,19690.0,4.255,1135,43,22
338.67,25900.0,4.262,1395,44,24
125.57,52350.0,4.754,2321,45,23
419.08,30263.96,4.486,1574,45,23
289.51,16250.0,4.174,1096,48,19
381.66,31044.45,4.567,1360,46,27
335.59,34930.0,5.413,1910,45,26
360.72,16654.05,4.616,1787,46,25
433.8,17410.0,4.516,1320,46,25
272.73,22870.0,4.47,1383,45,27
259.87,15379.9,4.4,1220,46,27
220.1,10601.85,3.828,1088,46,27
214.8,16135.0,4.8,1920,46,27
372.98,20624.99,4.37,1263,46,27
309.55,27180.0,5.651,1939,47,28
267.1,16774.25,4.385,1130,44,26
232.82,31525.0,4.643,1500,46,26
284.65,19470.0,4.199,1082,43,24
243.23,17024.0,4.188,1141,48,24
325.27,13624.94,4.184,1145,46,26
439.68,21010.0,4.834,1866,46,26
353.73,25580.77,4.805,1809,42,22
382.11,24235.01,4.384,1374,47,22
445.71,27100.0,4.602,1392,45,27
243.39,22133.0,4.276,1300,45,25
263.09,20895.01,4.282,1320,43,24
313.95,23947.93,4.66,1705,45,26
461.26,25375.0,4.379,1328,45,20
248.65,19800.0,4.26,1200,44,20
157.69,19320.0,4.276,1228,45,27
258.57,31380.0,4.746,1608,45,26
279.57,21290.0,4.249,1325,45,23
379.22,24850.0,4.6,1410,44,25
223.95,15530.0,4.137,1267,43,24
414.06,36361.14,4.63,1525,37,19
191.33,33297.45,4.393,1505,44,26
235.01,17820.0,4.26,1200,45,21
1498.88,40930.03,4.63,1450,42,23
241.03,17410.0,4.253,1320,44,24
468.15,23780.0,4.535,1275,44,24
386.38,23867.0,3.723,1120,45,27
240.74,14206.0,3.953,1165,45,26
342.69,30250.0,4.524,1579,44,26
353.54,22370.0,4.38,1320,44,22
151.36,19630.0,4.101,1205,45,21
201.42,16320.0,3.822,1145,45,27
176.29,18660.0,4.101,1205,46,25
413.12,28090.0,4.433,1543,41,23
227.96,15145.0,3.85,1089,44,22
242.43,18445.0,4.44,1400,45,26
310.02,27150.0,4.805,1809,45,26
239.17,18661.43,4.524,1252,46,28
324.85,18439.05,4.44,1561,44,25
236.59,17844.92,4.11,1130,45,25
189.59,29100.0,4.908,1548,45,27
303.0,20692.68,4.28,1405,44,26
259.63,16360.0,4.174,1083,44,26
280.22,26840.0,4.789,1879,45,26
294.14,13847.32,4.11,1155,46,27
184.61,20650.01,4.329,1275,46,28
283.33,24150.0,4.567,1439,47,23
279.64,24150.0,4.567,1439,47,23
302.51,20455.0,4.419,1428,45,26
204.76,11750.0,4.024,1114,44,24
280.05,23160.0,4.782,1688,45,24
428.34,16105.89,4.276,1240,44,25
346.27,25160.0,4.397,1539,43,21
365.2,27450.0,4.34,1390,45,23
355.87,55600.0,4.667,2105,45,27
247.59,15065.0,4.027,1090,45,27
493.13,25400.01,4.324,1305,41,22
227.93,12008.22,4.12,1140,43,22
255.72,20290.0,4.249,1195,46,28
260.78,18300.0,4.17,1190,45,17
266.32,17800.0,4.157,1095,45,26
168.58,25804.73,4.403,1595,45,26
397.75,15933.97,4.369,1197,43,24
306.59,23425.0,4.36,1485,42,23
244.05,17805.0,4.188,1141,44,25
266.94,27620.0,5.135,1841,44,25
166.91,16920.0,4.164,1250,44,25
195.04,22110.0,4.259,1430,42,24
294.29,22370.0,4.38,1320,39,20
236.68,19650.0,4.315,1275,39,20
328.14,22810.0,4.782,1678,42,24
290.9,24200.0,4.782,1893,42,24
208.64,17780.0,4.315,1205,46,25
404.33,15848.27,4.052,1135,57,22
394.19,16610.0,4.042,1300,57,22
293.2,19270.0,4.372,1316,43,25
370.71,18620.0,4.419,1324,45,24
631.33,39410.06,4.527,1492,53,34
255.41,13498.73,4.11,1155,44,26
285.01,21600.0,4.329,1205,44,25
251.4,20720.0,4.199,1266,44,25
246.56,28090.0,4.397,1539,44,24
303.53,16104.13,4.33,1110,44,25
264.16,23860.18,4.355,1440,40,21
318.41,17480.0,4.174,1122,41,22
144.61,48610.0,4.754,2267,45,26
361.54,33805.3,4.515,1410,39,19
293.41,17900.0,4.242,1245,52,27
217.88,24450.0,4.27,1365,43,25
265.91,17200.97,4.03,1235,43,23
443.5,24650.0,4.377,1385,44,24
212.45,15750.0,4.22,1260,44,24
207.06,20580.0,4.26,1205,42,15
266.07,15410.0,4.308,1399,43,24
304.66,26306.3,4.433,1355,44,26
428.41,28890.0,4.363,1375,43,23
273.43,22200.0,4.33,1418,41,23
283.46,17270.0,4.184,1232,41,22
255.8,7662.9,3.642,1195,41,22
222.59,11450.0,3.92,1030,40,17
255.32,25130.0,4.635,1655,40,17
251.43,22193.0,4.782,1780,42,23
185.79,11970.0,3.916,1038,42,23
718.62,39337.67,4.63,1450,45,25
249.44,19900.0,4.38,1374,39,20
293.08,27320.0,4.47,1581,37,18
310.98,14093.0,4.184,1240,40,22
262.05,18450.0,4.26,1200,43,24
335.01,45480.0,4.629,1770,43,23
312.31,21385.0,4.522,1512,43,23
359.27,23110.0,4.47,1355,38,19
372.53,20300.0,4.329,1205,42,18
145.92,14896.95,4.11,1120,40,22
219.67,24489.99,4.38,1374,38,20
397.88,13410.0,3.822,1038,38,20
284.76,16400.0,4.253,1305,39,21
449.86,30700.0,4.477,1480,40,20
468.84,31650.0,4.477,1430,43,24
248.55,15028.0,4.159,1320,40,21
255.04,24365.0,4.805,1661,38,20
230.46,17850.0,4.184,1259,41,22
265.54,14785.29,4.185,1140,41,22
245.71,18000.0,4.03,1197,42,24
282.41,15201.0,4.137,1281,41,23
238.62,44110.0,4.795,1775,38,20
282.52,14430.0,4.108,1191,44,20
227.05,13326.0,3.953,1057,39,15
440.77,16239.35,4.11,1175,38,18
320.06,21834.45,4.4,1355,40,18
351.11,20743.85,4.707,1610,39,20
345.5,27365.0,5.413,1885,38,20
337.31,21136.0,4.749,1825,42,24
263.03,18000.0,4.572,1255,49,18
318.16,24215.0,4.475,1379,43,25
232.06,16077.07,4.49,1350,43,19
141.99,17850.0,4.202,1176,43,19
277.05,18061.86,4.44,1545,43,25
228.48,15280.0,4.11,1165,42,24
437.91,23109.68,4.659,1395,42,23
292.34,16054.24,4.27,1095,39,19
543.96,24960.05,4.256,1280,43,24
253.43,20720.0,4.199,1266,42,23
347.76,25130.0,4.635,1655,43,25
249.64,11945.0,4.039,1064,43,25
283.92,21036.0,4.276,1300,43,25
286.49,27000.0,4.71,2043,39,21
247.9,18300.0,4.17,1190,42,19
231.66,22870.0,4.47,1383,42,24
273.17,25879.99,4.38,1374,43,16
250.93,20540.0,4.26,1182,42,24
534.69,32307.05,4.417,1505,42,24
356.47,39300.0,4.58,1430,37,17
301.5,29950.0,4.547,1405,37,17
215.39,13680.0,3.822,1025,76,51
163.96,13740.0,4.061,1089,43,24
186.11,15280.0,4.11,1165,42,23
422.36,68054.43,4.822,2272,43,21
269.79,21875.0,4.28,1405,43,24
409.36,17470.0,4.427,1165,43,25
178.25,18750.0,4.329,1205,43,24
152.62,17350.0,4.315,1365,38,20
296.81,28175.0,5.182,1810,42,24
213.08,18590.0,4.395,1199,41,23
248.34,16540.0,4.03,1213,43,24
305.52,18997.99,4.42,1170,39,21
284.75,37600.0,4.01,1290,39,21
230.32,21590.0,3.948,1090,42,22
423.35,14290.0,4.157,1205,36,18
359.61,17250.0,4.202,1176,39,20
240.0,21190.0,4.211,1244,37,18
247.93,16360.0,4.174,1083,41,21
351.12,18009.23,4.315,1250,42,23
372.16,26853.0,4.782,1760,42,22
503.32,51770.0,4.916,1640,43,25
365.59,27303.95,4.486,1490,42,13
395.41,41550.0,4.23,1455,42,13
264.14,18444.93,4.315,1250,42,24
214.25,26200.0,4.391,1561,41,23
304.82,18410.0,4.84,1380,41,21
243.08,14650.0,3.916,1077,41,21
280.72,15840.0,3.999,1180,43,14
163.79,18410.0,4.227,1139,43,21
297.52,22650.0,4.611,1428,42,24
587.68,31882.1,4.393,1450,42,24
245.08,24680.0,4.273,1225,42,21
267.26,19005.0,4.276,1290,38,20
300.51,23900.0,4.36,1465,42,24
271.96,27145.0,5.68,1918,41,22
184.78,16670.0,4.184,1259,41,22
313.43,20500.0,4.302,1215,41,20
249.27,17460.0,4.108,1280,41,23
271.8,17350.0,4.083,1165,41,21
333.66,18600.0,4.149,1257,42,23
343.19,17860.0,4.202,1195,43,23
166.43,14751.0,4.108,1191,43,23
246.61,16465.0,4.184,1197,41,11
358.67,17740.0,4.26,1182,43,16
1520.65,56500.0,4.58,1635,33,15
465.91,31800.0,4.518,1307,41,21
273.83,24560.0,4.363,1280,40,22
82.68,20700.0,4.315,1250,38,20
284.24,28160.0,4.69,1786,42,24
555.36,23100.0,4.295,1275,39,20
314.75,18400.0,4.197,1306,41,23
380.99,19082.13,4.355,1290,41,23
268.8,20300.0,4.382,1253,41,21
286.0,18450.0,4.26,1200,40,22
263.92,19100.0,4.297,1521,40,22
334.94,34300.0,5.998,2065,41,22
291.04,19995.0,4.322,1280,39,21
559.99,28800.0,4.972,1815,41,23
221.34,19555.0,4.188,1204,38,19
479.4,32257.9,4.299,1485,41,21
273.55,17723.85,4.21,1250,40,22
283.72,14752.29,3.953,1131,40,17
470.37,24400.0,4.33,1418,35,17
466.01,18320.0,4.248,1320,39,21
528.16,32300.0,4.972,2098,41,23
217.75,18169.0,4.32,1480,41,21
238.07,18180.0,4.137,1311,43,25
206.98,45150.0,4.638,1570,40,22
235.27,23375.0,4.379,1316,40,20
265.16,22145.0,4.5,1310,41,21
325.7,24150.0,4.38,1390,41,21
347.56,21220.0,4.587,1329,41,23
261.74,24240.0,4.6,1410,41,23
294.62,33820.0,4.796,1435,42,23
305.32,42581.71,4.775,1660,42,23
341.75,20290.0,4.249,1195,36,18
352.67,21385.0,4.522,1512,42,20
256.38,15730.0,4.295,1280,40,22
835.2,25350.0,4.369,1472,41,22
337.1,11450.0,3.92,1030,41,17
230.96,21020.0,4.168,1290,41,21
124.62,14051.66,4.12,1188,41,21
220.67,15145.0,3.85,1089,40,20
460.26,30900.0,5.339,1881,42,21
217.6,17090.0,4.035,1085,42,21
288.8,27700.0,4.782,1773,40,21
469.87,24250.0,4.863,1656,41,22
450.86,45600.0,4.565,1850,43,19
272.47,18630.0,4.11,1330,39,20
258.33,17820.01,4.355,1270,39,20
401.33,36445.0,4.575,1585,32,13
474.05,34926.72,4.388,1560,40,21
228.2,16600.0,4.065,1110,42,24
339.82,27245.0,5.135,1763,40,22
506.61,18880.0,3.97,1013,38,19
288.86,14600.0,3.897,1095,37,16
840.46,24327.05,4.408,1575,36,18
375.48,18550.0,4.315,1290,37,18
305.99,20910.0,4.522,1508,35,17
540.99,19812.1,4.212,1245,35,17
395.66,21000.0,4.315,1325,35,16
174.62,21262.0,5.505,1915,38,17
473.16,16140.0,4.174,1349,36,17
260.53,34490.0,4.703,1525,38,19
307.19,21136.0,4.749,1825,65,45
279.37,12571.75,3.977,1053,39,20
440.21,23425.0,4.702,1273,36,16
251.51,30455.08,4.343,1390,38,19
335.14,23500.0,4.585,1275,74,52
319.34,16970.0,4.129,1085,39,21
376.85,22230.0,4.267,1195,42,18
238.12,9824.51,3.815,1020,42,18
388.77,23200.0,4.253,1155,40,20
286.5,19060.0,4.211,1204,40,21
363.79,13910.0,3.965,1050,40,20
229.89,22420.0,4.209,1270,40,21
321.89,16167.23,3.931,1060,40,19
229.93,19460.0,4.137,1219,40,20
232.7,12450.0,3.822,1025,37,19
534.15,15957.97,4.03,1305,36,18
513.62,37801.33,4.63,1320,40,12
338.37,19889.0,4.315,1290,37,16
367.3,14574.54,4.174,1221,41,20
525.04,26650.0,4.377,1365,35,17
494.06,15760.0,3.992,1109,40,13
124.67,21700.0,4.275,1205,40,21
235.13,22450.0,4.47,1383,39,19
290.43,17095.0,4.209,1175,39,21
322.07,15410.0,4.308,1399,39,21
486.22,20920.0,4.209,1205,35,16
316.59,22610.0,4.204,1389,39,20
378.88,24845.0,4.199,1297,33,15
215.16,20800.0,3.835,1152,44,18
271.41,19415.0,4.488,1381,35,16
272.72,13041.6,4.159,1290,37,18
217.17,21580.0,4.329,1280,37,19
308.01,76850.0,4.913,1735,37,19
375.69,18070.0,4.249,1185,37,18
212.91,26480.0,4.237,1175,34,14
201.91,20950.0,4.184,1293,39,20
288.81,17110.0,4.555,1596,39,20
247.81,18493.14,4.65,1710,37,19
408.86,19510.0,4.053,1180,37,19
278.66,14430.0,4.108,1191,69,47
224.96,12356.0,3.953,1057,39,17
278.48,22200.0,3.812,1035,38,19
472.27,21500.01,4.253,1155,39,17
558.47,35970.0,4.427,1604,39,16
220.78,16330.0,3.699,1060,38,19
259.81,28300.0,4.676,1633,39,18
855.72,22375.0,4.36,1268,38,13
409.68,30452.8,4.658,1734,38,20
423.89,24050.12,4.44,1305,38,20
558.43,28580.0,4.556,1414,34,15
461.18,20080.0,4.535,1247,38,18
419.14,16828.34,4.012,1050,39,17
630.68,22550.0,4.658,1503,35,16
231.71,15580.0,4.202,1176,62,23
226.87,18090.0,4.342,1357,62,23
338.85,14685.0,3.916,1021,37,13
356.76,25084.99,4.384,1374,40,19
501.05,23944.9,4.63,1290,39,17
331.5,16206.0,3.953,1165,45,27
280.42,23425.0,4.36,1485,46,28
608.65,25020.01,4.782,1678,44,26
325.09,21114.0,5.182,1728,45,24
205.74,16051.0,4.322,1203,43,25
291.69,30200.0,5.182,1725,45,26
282.54,18600.0,4.149,1257,45,23
213.82,23150.0,4.276,1244,46,24
255.4,14500.0,3.916,1089,46,27
318.58,23349.32,4.152,1255,44,26
312.43,30400.0,4.44,1625,47,23
264.59,16140.0,4.174,1349,44,25
376.26,22170.0,4.29,1333,46,27
259.34,36523.11,4.818,1510,45,27
204.07,19645.0,4.184,1259,45,26
159.45,12993.88,4.108,1191,38,20
267.89,17128.84,4.129,1145,45,25
399.26,17520.0,4.034,1095,37,18
235.09,16341.52,3.88,1158,45,25
213.63,18589.3,4.317,1430,42,24
311.09,13540.81,3.88,1124,42,23
211.03,11509.38,4.23,1160,42,23
426.59,18090.0,4.342,1357,36,16
248.01,19075.0,4.184,1259,39,21
234.68,14822.0,4.278,1450,45,26
228.47,15433.99,4.167,1152,44,22
233.91,18510.0,4.182,1265,44,24
379.43,17970.0,4.482,1161,41,22
398.22,20420.0,4.209,1190,43,25
519.32,26260.12,4.44,1415,43,24
347.74,16360.0,3.8,1040,42,21
562.73,27485.0,4.184,1230,44,25
760.61,24500.0,4.209,1315,38,19
302.26,26147.59,5.188,1625,38,20
415.23,22950.0,4.33,1498,42,22
308.09,19400.0,4.344,1362,39,20
398.93,18020.0,4.597,1285,41,8
545.07,23150.0,4.329,1275,42,23
277.35,32291.0,4.455,1520,40,22
679.1,20849.99,4.275,1195,41,22
533.49,23665.0,4.545,1556,43,24
273.5,18803.77,4.11,1023,44,25
369.56,21036.0,4.276,1300,41,23
630.2,26260.12,4.44,1415,41,23
241.41,22011.0,4.993,1815,42,24
329.32,37105.0,4.405,1765,40,22
362.84,28467.59,5.188,1655,67,49
263.24,24240.0,4.237,1230,39,18
374.93,23540.0,4.274,1205,39,21
191.51,19260.0,3.822,1088,42,22
230.6,21035.42,4.43,1345,41,21
475.15,19960.0,4.159,1165,45,25
296.5,23675.0,4.28,1435,51,26
489.9,32640.06,4.426,1543,42,23
404.67,15000.0,3.845,1071,46,26
346.01,22385.0,4.184,1301,46,23
320.79,20500.0,4.035,1125,39,19
93.46,25000.0,4.259,1365,44,25
357.14,14859.35,4.33,1080,47,27
384.73,30000.0,4.972,1860,44,24
240.44,24425.0,4.199,1239,41,17
145.73,21372.0,4.618,1360,46,22
236.34,18420.0,4.295,1205,44,26
374.83,25385.0,4.38,1374,45,23
724.53,32656.0,5.048,1770,46,23
335.24,17740.0,4.26,1182,43,24
479.44,32827.57,4.963,1875,44,25
280.59,14440.0,3.897,1065,46,27
228.91,24105.0,4.63,1400,43,25
321.83,13540.81,3.88,1124,45,24
762.47,20416.38,4.6,1375,45,24
249.83,21600.0,4.329,1205,37,17
369.69,13501.0,3.953,1073,46,22
224.42,12410.9,4.394,1195,42,12
412.42,24040.48,4.685,1409,45,24
256.16,19860.0,4.137,1220,44,25
214.2,21400.0,4.36,1263,42,23
259.73,35970.0,4.66,1470,44,26
278.45,14335.0,4.31,1080,44,18
261.33,15660.0,3.962,1035,43,23
